id,tweet,class
2923,unit bag yet palm spring airport lax come beat bag,negative
2924,southwestair got squar away thank man insid help,positive
2925,southwestair thank get paradis safe,positive
2926,jetblu rude unhelp suggest catch flight tomorrow suppos home today work wait,negative
2927,americanair fail see tell caller bag may take hour get jfk brooklyn best,negative
2928,unit flyana_offici pleasant surpris find ana made major upgrad transpacif rout flight plane servic,positive
2929,usairway two hour hold talk agent disconnect tri two day wtf hire csrs make,negative
2930,usairway issu travel advisori clt thursday signific snow storm way wednesday night,neutral
2931,unit thx respons final got min wait talk someon,positive
2932,usairway fine wonder money went,negative
2933,unit guy name oti ord know customerservic abl get bag upgrad sure,positive
2934,unit feb point oversel flight bad make peopl wait kick board wors,negative
2935,americanair done thank much,positive
2936,americanair souljacoy go fix utter embarrass custom servic even answer dang phone,negative
2937,southwestair guy must swamp even took corpor travel long time get everyth work end,neutral
2938,unit worri tweet make sure tag line fli friend sky,positive
2939,virginamerica like,positive
2940,southwestair thank,positive
2941,unit problem follow back thank,positive
2942,usairway thank anoth method also would nice appear design flaw,positive
2943,unit yrs fli continent unit exclus get everyon hate flsfo ewr getmeoffrhisfuckinplan,negative
2944,americanair keep good work got destin safe time today,positive
2945,unit thank,positive
2946,southwestair follow pleas need confirm cancel flight reserv,neutral
2947,jetblu someth tell,negative
2948,unit bag final deliv intact thank assist,positive
2949,usairway get assist flight plane land hpn connect atl,neutral
2950,southwestair know inform found peopl account see someon els reserv trip,negative
2951,unit flt two updat last minut,neutral
2952,virginamerica add austin dalla love field rout,neutral
2953,americanair hold reserv award travel hrs anyon home crazi weather issu,negative
2954,americanair hope enjoy winterweath brought warm coat glove maria yup new beani,positive
2955,unit fill airport part long day made longer,negative
2956,southwestair great experi custom servic team thank luvsw list,positive
2957,unit wifi ewr loung remind old day dial,negative
2958,americanair kudo crew flt today special carlton love new keep good work,positive
2959,unit touch miami far nice done unit,positive
2960,jetblu best airlin wifi ever thank,positive
2961,southwestair awesom staff check desk paper airplan race gift card keep ppl entertain delay,positive
2962,americanair four hour late flightr final fli bad miss event,negative
2963,jetblu fli infant time bring canist powder formula carri use plastic formula divid,neutral
2964,unit lost voucher given miami aeroport jan use,neutral
2965,southwestair murraysawchuck,neutral
2966,unit thank clarif,neutral
2967,americanair cool flight cancel flightl sit plane hour ___ notahappycustom leavingtomm,negative
2968,americanair take care cowboycerron pleas thank,neutral
2969,usairway ann mari lga best ticket agent ever excellentcustomerservic,positive
2970,southwestair sent thank attent matter,positive
2971,jetblu thank,positive
2972,unit travel young kid chose origin flight reason,neutral
2973,unit need phone number baggag claim lax mom left phone someon call say would put,neutral
2974,americanair cannot understand part oneworld member treat custom fair tcf oldplan damageluggag,negative
2975,jetblu imma need hook tho,neutral
2976,americanair upgrad next flight,neutral
2977,americanair flight dalla grand junction amazingflightcrew,positive
2978,americanair gate time though made cri made scene min instead board plane still outsid,negative
2979,unit ewr agent barbara fabul exampl cust serv pleasur talk you__,positive
2980,southwestair worri disappoint better loung like delta disappoint,positive
2981,unit better keep connect ord fwa board ten minut open get plane land hour late flight,negative
2982,southwestair yrs amp live tulsa swa alway take see love southwestluvsweep,positive
2983,southwestair never got email confirm ticket credit card charg phone wait time crazi chat,negative
2984,southwestair use alway fli southwest,positive
2985,usairway nick flight awesom pleas reward way kept smile bad day travel customerservic,positive
2986,usairway servic suck,negative
2987,unit unit flight two delay cancel flightl explan amp flight norfolk book rent car,negative
2988,southwestair fortunemagazin friendliest employe,positive
2989,unit showexpert go unit mileag program pay ticket get fraction pqd credit,negative
2990,unit thank time updat,positive
2991,usairway call abl get reschedul thank quick respons today,positive
2992,unit brian sfo custom servic deserv rais gave extra meal voucher good joke cheer flight delay ftw,positive
2993,jetblu come respond everyon els wtf,negative
2994,americanair taxi across dfw airport min state min past depart gate need deic wow uncool amp untru,negative
2995,jetblu oki doke know fix,positive
2996,jetblu wow keep time,positive
2997,usairway americanair airway sinc back forth gatwick charlott lhr bit sad nostalg way,neutral
2998,jetblu submit hope quick decis tie anoth donat receiv propos annual gala org boundless reader,neutral
2999,usairway year ago lost mile physic unabl fli period submit doctor note,negative
3000,jetblu edit dear msbgu mbas need better benefit work meet,neutral
3001,jetblu get degre weather westpalmbeachbound ___,neutral
3002,usairway captain flight phx phl tonight hilari greet pointi end airplan haha thank,positive
3003,unit add mile januari air china flight mileageplus account,neutral
3004,unit mean fortun want flight affect,neutral
3005,unit thank,neutral
3006,unit send someon custom servic counter person dia concours across gate,negative
3007,jetblu yet notifi new,neutral
3008,unit milag number sent mail via follow follow sent,neutral
3009,jetblu thank complimentari upgrad first best,positive
3010,southwestair flight bwi delay miss flight denver way find hold plane,neutral
3011,unit regard flight coupl week ago frustrat polici amp express,negative
3012,jetblu mom want chang seat along sister two differ reserv idk,neutral
3013,unit big proper manag flight time thing time least prepar gate land,negative
3014,usairway help add aadvantag number known travel number reserv,neutral
3015,virginamerica help flight jkf tonight seat left portfolio need back,neutral
3016,unit look email chain one,neutral
3017,americanair guess way say thank share help good luck happi birthday ugh,negative
3018,jetblu flight orlando unabl serv hot bevi made movi alcohol complimentari work,positive
3019,southwestair thank lindsey amp southwest twitter team great servic amp speedi resolut luvag swa,positive
3020,southwestair receiv bad custom servic end spend sever hundr dollar accommod famili cxl flight,negative
3021,unit need assist line door travel kid,negative
3022,usairway conf number fmjtyl delay chanc get earlier flight fll phx,neutral
3023,southwestair thank great servic staff let chang flight time free pvd sky alway swa,positive
3024,southwestair god thank much sent,positive
3025,jetblu thank hang tampa airport forev today realli awesom experi,positive
3026,usairway flight left phone plane shuttl,neutral
3027,virginamerica may start servic hawaii sanfrancisco year biztravel,neutral
3028,unit actual consid might made mistak complain beyond indic reserv,neutral
3029,unit thank concern contact custom care upon return australia,neutral
3030,americanair flight iad lax sat hrs ground crew drive snow badmgmt americanairlin,negative
3031,unit partner book individu reserv flight silver share premier privileg somehow,neutral
3032,americanair awesom custom servic rdu snuck wife warm cooki thx,positive
3033,unit darquenlov regret hear pleas let know need assist final abl secur seat thx,negative
3034,unit thank upgrad today great way start week ciscojimfrench cobedien,positive
3035,jetblu sch tmw would love find earlier one yall possibl fll,neutral
3036,americanair complet cop ask issu noth suppos sort situat,negative
