id,tweet,class
1704,delta jetblu airway stock rate lower vetr inc jblu dakota financi news,neutral
1705,unit unit belabor point abl put laptop bag seat announc leav roller thx,negative
1706,southwest southwestair rapid reward program sold short lasttweetaboutthi still disappoint,negative
1707,unit unit also unit phone repres ask web password normal,neutral
1708,american americanair frustrat paid get refund,negative
1709,airway usairway usairway unaccept holdtim realli,negative
1710,southwest southwestair would etern grate ticket vega show god bless,neutral
1711,unit unit time call custom servic least min time cut oper call back,negative
1712,southwest southwestair thank follow glad get bag back,positive
1713,airway usairway loos lot busi use barclay cant believ cant appli card live iowa,negative
1714,airway usairway follow,neutral
1715,southwest southwestair promis unfollow,neutral
1716,american americanair flight prepar flight flytpa depart flyohar,neutral
1717,unit unit thank much miss bag nonexist staff appar remot outpost busi airport citi,negative
1718,unit unit happen everi time newark,neutral
1719,southwest southwestair haha thank explan,positive
1720,american americanair know may also work home thank noth,negative
1721,airway usairway alreadi pleasant flight london charlott made fantast amaz attend thank much robert,positive
1722,unit unit avail onlin figur guarante flight,neutral
1723,airway usairway got phone usair cancel flightl return flight miss flight way took care,neutral
1724,southwest southwestair thank thank thank,positive
1725,american americanair pleas bring american airlin blackberri,neutral
1726,delta jetblu dominican republ number,neutral
1727,unit unit crew lack lot custom servic lax employe lot better wonder,negative
1728,southwest southwestair big thank team famili emerg day ticket experi excel time fli yall last,positive
1729,southwest southwestair sent,neutral
1730,unit unit fill form sent link either,neutral
1731,airway usairway yes februari bad weather happen everi winter guy busi sens forecast loss,negative
1732,airway usairway fli manchest intern philadelphia get email delay inform connect flight,negative
1733,american americanair thank yayayay,positive
1734,southwest southwestair class would luv know charg twitter mani peopl write tweet gracia,neutral
1735,american americanair may keep lose bag info longer trust bad way handl,negative
1736,american americanair cancel flightl get two day explan,negative
1737,delta jetblu run tweeter use word fleek,neutral
1738,virgin america virginamerica sound like fun,positive
1739,unit unit confirm mean,neutral
1740,delta jetblu thank instant repli still first bag free import,positive
1741,southwest southwestair idea spring sale soon travel late flight august earli septemb go lax,neutral
1742,unit unit pleas see,neutral
1743,airway usairway worst airlin ive ever flown guy treat like garbag today,negative
1744,american americanair get cinci luggag still tonight strand dalla day cloth yousuck,negative
1745,virgin america virginamerica thank easi itinerari shift impend weather quick painless amp free,positive
1746,delta jetblu beauti ride thank,positive
1747,unit unit thank,positive
1748,southwest southwestair salt honey roast vote bring back salt peanut dread year honey roast,neutral
1749,southwest southwestair brd frustrat buf roc tld flt gng held earlier would mess cng unabl due overbk,negative
1750,airway usairway flight clt bos,neutral
1751,delta jetblu great thank great flight fyi excit fli frustrat abl check,neutral
1752,southwest southwestair sweet glad hear keep guy mind next time,positive
1753,delta jetblu fleet fleek,neutral
1754,unit unit frontier current offer weather except weekend unit,neutral
1755,delta jetblu take round trip ticket closest warmest place pleas negativedegre buffalo snowwillnevermelt,neutral
1756,american americanair possibl call system refus caller twelv hour servic option leav,negative
1757,delta jetblu client ask kid need email address get acct true,neutral
1758,airway usairway best airway follow back pleas ________________________________________,positive
1759,airway usairway americanair need move reserv due weather middl part would like chang depart airport,neutral
1760,unit unit rikrik__ made come help anyth inconvi,negative
1761,virgin america virginamerica wish afford fli next friday go back home love everyth airlin,positive
1762,unit unit yes luckili,neutral
1763,unit unit agent servic weekend trip amaz thank,positive
1764,unit unit hour wait issu resolv contact custom servic comment wait time thank contact,positive
1765,southwest southwestair nice trip back home looong vaca ___,positive
1766,southwest southwestair need updat flight amp hold hour,negative
1767,american americanair wheel exact send,neutral
1768,unit unit brother luggag lost copa airlin flight compet sunday panamerican cross countri cup pleas help,negative
1769,unit unit request upgrad ewr bom flight end may mile copay know upgrad,neutral
1770,southwest southwestair flight bwi isp readi thank keep warm frigidfriday,positive
1771,american americanair yes io run io,neutral
1772,airway usairway guy luggag san jose suppos deliv hotel hour ago pleas contact,negative
1773,american americanair charact respond via formal letter trust plenti say,neutral
1774,southwest southwestair thank got put flight tomorrow much faith get ground tomorrow though,positive
1775,unit unit person current bettween gate lax,neutral
1776,unit unit annricord januari,neutral
1777,delta jetblu claim custom protect notifi custom delay cancel flightlat divers nottru,negative
1778,delta jetblu learn awesom twitter manag today social media market class keep good work sxu phd_mama_,positive
1779,unit unit done thank,positive
1780,delta stop mad jetblu fleet fleek,negative
1781,airway usairway kudo phone support charlott gate staff,positive
1782,southwest southwestair would love tix velour show enter everi contest still,neutral
1783,southwest southwestair pleasant surpris board flight time morn fly_nashvill good job,positive
1784,american americanair apolog requir made home safe thank kudo,positive
1785,unit unit thank took care call,positive
1786,virgin america virginamerica channel year,neutral
1787,american americanair gerri_elliott everi chanc get thank keep exec platinum,positive
1788,southwest southwestair still offer discount seat children would rather put seat lap,neutral
1789,american americanair june thru decemb bus first milesaav award avail cun nyc explain whyfli,neutral
1790,unit biz day calendar respond inquiri unit hope standard univers adopt badcustomerservic,negative
1791,southwest southwestair best video seen ever teamspirit,positive
1792,american americanair flight still sit dfw wait baggag load,negative
1793,southwest southwestair anyon help upgrad buis select cant seem get hail right area know guy good,positive
